#,Dataslice name,Dataslice is relevant to,Columns in this data slice,Field type,Datatype in python,Column description
19,undata_other,Other data,survey_id,esriFieldTypeString,String,Unique identifyer for the household survey
19,undata_other,Other data,survey_date,esriFieldTypeDate,String,Date of interview e.g. 2023-10-06 00:00:00
19,undata_other,Other data,qc_enumerator,esriFieldTypeString,String,Technology or company involved in data collection
19,undata_other,Other data,qc_method,esriFieldTypeString,String,Data collection methodology
19,undata_other,Other data,round,esriFieldTypeSmallInteger,integer,Survey round number in the country
19,undata_other,Other data,total_case_duration,esriFieldTypeSmallInteger,integer,Interview duration (in minutes). It has been calculated by doing [survey_date_time] minus end. [survey_date_time] will be replaced with the date and time of the survey.
19,undata_other,Other data,tot_income,esriFieldTypeInteger,integer,"Total amount of income in the past 3 months. Sum of income_main_amount, income_sec_amount and income_third_amount. "
19,undata_other,Other data,fcg,esriFieldTypeSmallInteger,integer,"Food Consumption Group. Based on Food Consumption Scores, a household’s food consumption can be classified into one of three categories: poor, moderate, or acceptable. The FCG will be 'poor' if the FCS is under or equal to 21 in most countries (threshold to 28 for MENA countries). It will be 'moderate' when FCS is over 21 and under or equal to 35 (threshold to 42 for MENA countries). It will be 'acceptable' otherwise."
19,undata_other,Other data,hhs,esriFieldTypeSmallInteger,integer,"Household Hunger Scale (hhs) measures hunger in the household by asking three questions on experiences of food deprivation at household level in the previous 4 weeks which are 'fies_ranout_hhs', 'fies_hungry_hhs', 'fies_whlday_hhs' "
19,undata_other,Other data,hhg,esriFieldTypeSmallInteger,integer,"Households are divided into five categories based on their household hunger scale (hhs). The Household Hunger Groups refer to a severity level of the IPC Chronic Food Insecurity Reference Table: 'Little to none (IPC-1)', 'Slight (IPC-2)', 'Moderate (IPC-3)', 'Severe (IPC-4)' and 'Severe (IPC-5)'."
19,undata_other,Other data,lcsi,esriFieldTypeSmallInteger,integer,"The Livelihood Coping Strategies Index (LCSI) indicates the maximum severity of coping measures that the households need to utilise as a response to lack of food or money to purchase food. This index varies from 0 to 3, respectively : 'no coping strategies' (best scenario), 'stress' (low level of severity), 'crisis' (medium level of severity) and 'emergency' (high level of severity)."
19,undata_other,Other data,language,esriFieldTypeSmallInteger,integer,"Question asked: 'Select the language that was mostly used to complete the interview.', the enumerator is required to select the most used language in the interview."
